	Person	محمد بن موسى بن محمد بن موسى العبدوسي المغربي	Muḥammad b. Mūsā b. Muḥammad b. Mūsā al-ʿAbdūsī al-Maghribī	TMP-P-NEW91-01	出現: D04628（父）。見出しナサブ「عبد الله بن محمد بن موسى بن محمد بن موسى المغربي العبد الوادي ويعرف بالعبدوسي」から1段ずらして復元（統一規則3）。叔父 أبو القسم العبدوسي（#AIND-D11095＝#AIND-D04020 عبد العزيز بن موسى）の兄弟。corpus 本伝なし・ID-Master 未登録。	
	Person	الشمس محمد بن موسى بن محمد بن موسى المنوفي	al-Shams Muḥammad b. Mūsā b. Muḥammad b. Mūsā al-Manūfī	TMP-P-NEW91-02	出現: D04629（父）。見出し「عبد الله بن محمد بن موسى بن محمد بن موسى الجمال بن الشمس بن الشرف المنوفي ثم المازاني」から復元（統一規則3）。#AIND-D09474（محمد بن موسى بن محمد بن علي الشمس المنوفي الحنفي）は祖父名・学派が異なり別人。corpus 本伝なし・ID-Master 未登録。	
	Person	الشرف موسى بن محمد بن موسى المنوفي	al-Sharaf Mūsā b. Muḥammad b. Mūsā al-Manūfī	TMP-P-NEW91-03	出現: D04629（祖父）。見出し「بن الشمس بن الشرف المنوفي」から復元。#AIND-D10098（موسى بن يوسف بن موسى بن يوسف الشرف المنوفي）は父名が異なり別人。corpus 本伝なし・ID-Master 未登録。	
	Person	محمد بن موسى بن محمد الدوالي اليماني	Muḥammad b. Mūsā b. Muḥammad al-Dawālī al-Yamānī	TMP-P-NEW91-04	出現: D04630（父「المذكور أبوه في المائة قبلها」＝8世紀人物）。見出しナサブ「عبد الله بن محمد بن موسى بن محمد الدوالي اليماني」から1段ずらして復元（統一規則3）。corpus 本伝なし（前世紀）・ID-Master 未登録。⚠汎用名（名＋父名のみで識別要素がニスバのみ）。同名別人への流用禁止。	
	Person	الأمير أبو الجيوش نصر بن أمير المسلمين أبي الحجاج بن أبي الوليد إسماعيل بن نصر (النصري الغرناطي)	al-Amīr Abū al-Juyūsh Naṣr b. Abī al-Ḥajjāj b. Abī al-Walīd Ismāʿīl b. Naṣr	TMP-P-NEW91-05	出現: D04631（祖父「حفيد الأمير أبي الجيوش نصر بن أمير المسلمين أبي الحجاج بن أبي الوليد إسماعيل بن نصر」）。ナスル朝（بنو الأحمر）グラナダ王家の王子。corpus 本伝なし・ID-Master 未登録（既存 TMP-P-001096/001097 は別系統の سعد بن علي の子）。	
	Person	محمد بن نصر بن أبي الحجاج (والد الغالب بالله عبد الله متملك غرناطة)	Muḥammad b. Naṣr b. Abī al-Ḥajjāj	TMP-P-NEW91-06	出現: D04631（父）。見出しナサブ「عبد الله بن محمد بن نصر」と「حفيد الأمير أبي الجيوش نصر」から復元（統一規則3）。#AIND-D09497（محمد بن نصر بن محمد بن يوسف … الأيسر صاحب غرناطة）は祖父名 محمد で別人。corpus 本伝なし・ID-Master 未登録。⚠汎用名。同名別人への流用禁止。	
	Person	محمد بن التقي ابن قاضي الشام الدمشقي الحنبلي (مدرس)	Muḥammad b. al-Taqī Ibn Qāḍī al-Shām al-Dimashqī al-Ḥanbalī	TMP-P-NEW91-07	出現: D04633（父「درس بعد أبيه」）。見出し「عبد الله بن محمد بن التقي تقي الدين بن قاضي الشام العز الدمشقي الحنبلي」から復元（統一規則3）。ダマスカスのハンバリー派教授。corpus 本伝なし（「قاضي الشام」全文検索で該当なし）・ID-Master 未登録。⚠汎用名（識別要素は家名「ابن قاضي الشام」と学派のみ）。同名別人への流用禁止。	
	Person	أبو الحسن الأندلسي (النحوي، شيخ الجمال القرافي في العربية)	Abū al-Ḥasan al-Andalusī (al-naḥwī)	TMP-P-NEW91-08	出現: D04636（師「أخذ عن أبي الحسن الأندلسي العربية」）。カイロで826年没の الجمال القرافي にアラビア語学を授けた文法学者。#AIND-D03197（سهل بن إبراهيم أبو الحسن الأندلسي الغرناطي、814・818年来訪の文人）・D01375 の「أبي الحسن الأندلسي المعروف بسمعت」（チュニス）とは別人と判断（ISSUES §D91-5）。corpus 本伝なし・ID-Master 未登録。	
	Person	العز الموصلي (الشاعر)	al-ʿIzz al-Mawṣilī (al-shāʿir)	TMP-P-NEW91-09	出現: D04637（Pattern A「وللعز الموصلي فيه نظم」）。8世紀の詩人。corpus #AIND-D05264「فلازم العز الموصلي فتخرج به」にも登場。本伝なし（8世紀没）・ID-Master 未登録（既存の أبو بكر الموصلي P-000742 等とは別人）。	
	Location	المغرب الأقصى	al-Maghrib al-Aqṣā	TMP-L-NEW91-01	出現: D04628（「ولي الفتيا بالمغرب الأقصى」）。極西マグリブ（モロッコ）。既存 المغرب（TMP-L-00040）とは粒度が異なる別行。Individuals の先例1件は #NEEDID。	
	Location	الصحراء (صحراء القاهرة، المقبرة الشمالية)	al-Ṣaḥrāʾ (Cairo)	TMP-L-NEW91-02	出現: D04636（「مشيخة الطنبدية بالصحراء」）。カイロ城外の砂漠墓地（北墓地）。既存 القرافة（Q2066414）は南墓地で別実体。Individuals では「الصحراء」に #NEEDID や TMP-L-00012（بادية الحسا والقطيف＝誤用）が混在しているため統一用に発行。	
	Location	قارا | القارة	Qārā | al-Qāra	TMP-L-NEW91-03	出現: D04646（「خطيب القارة」）。corpus D04292「خطيب جامع قارا … القاري」・D04888「يعرف بالقاري نسبة لقارا」により、ニスバ القاري（TMP-N-00201）の由来地 قارا（ダマスカス北方の町）と同一と判断（cert medium、ISSUES §D91-8）。GeoNames 未照合。	
	Institution	التربة الطنبذية | الطنبدية | الطنبذية	al-Turba al-Ṭanbadhiyya	TMP-I-NEW91-01	出現: D04636（「مشيخة الطنبدية بالصحراء」）。カイロ北墓地の廟。corpus #AIND-D02617「مشيخة التربة الطنبذية بعد شيخنا الحناوي」、「من لم يسم」部「واستقر بعده في الطنبدية شيخنا الشهاب الحناوي」にも。ID-Master 未登録（既存 N-00300/00381 はニスバ、L-00178 طنبذى は上エジプトの村で別実体）。	
	Institution	الضيائية | المدرسة الضيائية (بصالحية دمشق)	al-Ḍiyāʾiyya	TMP-I-NEW91-02	出現: D04632（「نزيل الضيائية」）。ダマスカス・サーリヒーヤの المدرسة الضيائية（corpus に「ابن قيم الضيائية」「خازن كتب الضيائية لقيته بالصالحية」）。ID-Master 未登録。	
	Institution	الجوهرية (بدمشق)	al-Jawhariyya (Dimashq)	TMP-I-NEW91-03	出現: D04649（「مدرس الجوهرية بدمشق」）。ダマスカスのマドラサ（ハナフィー派教授職）。ID-Master 未登録（既存 N-00172 الجوهري はニスバ）。	
	Office	دلال الرقيق	dallāl al-raqīq	TMP-O-NEW91-01	出現: D04645（「دلال الرقيق」）。奴隷仲買人。汎用 الدلال（O-00188）・دلال الكتب（O-00217）・دلال العقارات（O-00221）と同型の対象限定職。	
	Office	السقا | سقا الحرم	al-saqqā	TMP-O-NEW91-02	出現: D04653（「السقا بالحرم」）。マッカ聖モスクの水運び人。既存 نقيب السقاة（O-00275）・رأس نوبة السقاة（O-00123）・أحد الخواص من السقاة（O-00121）は組合長・宮廷職で別実体。	
	Nisbah	الجلاد	al-Jallād	TMP-N-NEW91-01	出現: D04640（「العفيف اليماني الجلاد」）。イエメン（ザビード）の一族名。corpus に「علي بن أحمد بن موسى الجلاد الزبيدي」「محمد بن موسى الجلاد الفرضي」等。ID-Master 未登録。	
