熊倉	Text	التنبيه	al-Tanbīh	TMP-T-00161	出現: D07429a なし／D08910a・D08986a・D08989a・D10060c（حفظ）。الشيرازي の法学綱要。ID-Master 未登録の頻出書名（corpus 全体で多数）	corpus分割新設項 新規発行
熊倉	Text	القدوري	al-Qudūrī	TMP-T-00162	出現: D07429a（حفظ）。ハナフィー派の綱要 مختصر القدوري	corpus分割新設項 新規発行
熊倉	Text	المنار	al-Manār	TMP-T-00163	出現: D07429a（حفظ）。النسفي の法源学綱要 منار الأنوار	corpus分割新設項 新規発行
熊倉	Person	عائشة ابنة علي بن عبد العزيز بن عبد الكافي الدقوقي	ʿĀʾisha bt. ʿAlī b. ʿAbd al-ʿAzīz al-Daqūqī	TMP-P-000942	出現: D08912a（母）。兄弟 = #AIND-D08110（الجمال الدقوقي）	corpus分割新設項 新規発行
熊倉	Person	الولوي أبو عبد الله محمد بن علي بن أحمد بن عبد العزيز النويري	al-Walawī Abū ʿAbd Allāh Muḥammad b. ʿAlī al-Nuwayrī	TMP-P-000943	出現: D08912a（父、マッカのマーリク派カーディー・イマーム）。D13834 の父と同人。corpus 本伝未確認	corpus分割新設項 新規発行
熊倉	Person	ناصر الدين محمد بن علي بن عبد القادر المقريزي	Nāṣir al-Dīn Muḥammad b. ʿAlī al-Maqrīzī	TMP-P-000944	出現: D08929a（父）。التقي المقريزي（wd:Q293604）の弟	corpus分割新設項 新規発行
熊倉	Person	العلاء علي بن محمد بن علي بن عبد الكافي ابن صغير	al-ʿAlāʾ ʿAlī Ibn Ṣaghīr	TMP-P-000945	出現: D08929b（弟・相続人・情報提供者）	corpus分割新設項 新規発行
熊倉	Person	أم كلثوم ابنة المحب المطري	Umm Kulthūm bt. al-Muḥibb al-Maṭarī	TMP-P-000946	出現: D09103a（同母妹、#AIND-D06998 القاضي شمس الدين السخاوي المالكي の妻）	corpus分割新設項 新規発行
熊倉	Person	خديجة ابنة القاضي علي الزرندي	Khadīja bt. al-Qāḍī ʿAlī al-Zarandī	TMP-P-000947	出現: D09103a（母）。父 = نور الدين علي بن محمد الزرندي المدني（corpus 本伝なし）	corpus分割新設項 新規発行
熊倉	Person	خديجة ابنة الكمال أبي الفضل المطري	Khadīja bt. al-Kamāl Abī al-Faḍl al-Maṭarī	TMP-P-000948	出現: D09103a（娘、#AIND-D09044 المحب بن خير الدين السخاوي المالكي の妻）	corpus分割新設項 新規発行
熊倉	Person	القاضي المجد إسماعيل الحنفي	al-Qāḍī al-Majd Ismāʿīl al-Ḥanafī	TMP-P-000949	出現: D09231b（母方祖父、シャリーフ）	corpus分割新設項 新規発行
熊倉	Person	سعدانة ابنة عجلان بن رميثة الحسني	Saʿdāna bt. ʿAjlān b. Rumaytha	TMP-P-000950	出現: D10112a（母）。#AIND-D02560 حسن بن عجلان の姉妹	corpus分割新設項 新規発行
熊倉	Person	علي بن أبي سويد بن أبي دعيج الحسني	ʿAlī b. Abī Suwayd al-Ḥasanī	TMP-P-000951	出現: D10112b（父方叔父、829年に甥とともに殺害）	corpus分割新設項 新規発行
熊倉	Person	الحسين بن محمد بن علي اليونيني البعلي	al-Ḥusayn b. Muḥammad al-Yūnīnī al-Baʿlī	TMP-P-000952	出現: D10060a（父・相続法の師）	corpus分割新設項 新規発行
