	Person	قمرا الهندية	Qamrā al-Hindiyya	TMP-P-NEW87d-01	出現: D07677（母、「وأمه قمرا الهندية فتاة أبيه」）。#AIND-D03979（عبد العزيز بن علي النويري）の女奴隷で本項主の母。固有名＋ニスバで描写されるため統一規則12により発行（先例 TMP-P-000988 عزيرة／TMP-P-001030）。ID-Master 未登録。	
	Person	عبد العزيز بن أحمد المدني	ʿAbd al-ʿAzīz b. Aḥmad al-Madanī	TMP-P-NEW87d-02	出現: D07671（父）。見出しナサブ「محمد بن عبد العزيز بن أحمد ناصر الدين المدني الحنفي الخواص」から1段ずらして復元（統一規則3）。corpus に本伝なし。初版は TMP-P-000813（عبد العزيز بن سالم الكازروني＝D03056 の息子）を流用しており別人＝破棄。	
	Person	عبد العزيز بن إسماعيل الغزي الحنبلي	ʿAbd al-ʿAzīz b. Ismāʿīl al-Ghazzī al-Ḥanbalī	TMP-P-NEW87d-03	出現: D07673（父）。見出しナサブ「محمد بن عبد العزيز بن إسمعيل الغزي الحنبلي」から1段ずらして復元（統一規則3）。corpus に本伝なし・ID-Master 未登録。初版 #NEEDID を解消。	
	Person	العماد عبد العزيز الأبهري (بن سيف الدين)	al-ʿImād ʿAbd al-ʿAzīz al-Abharī	TMP-P-NEW87d-04	出現: D07685（父、「الشمس بن العماد الأبهري」）。ラカブ＋ニスバで識別可（統一規則12）。#AIND-D04017 本文「مولانا زاده محمد بن عبد العزيز بن سيف الدين الأبهري الأصل الهروي الشافعي … ممن أخذ عن شيخنا」が本項主を指すとみられ、それによれば祖父名は سيف الدين（ISSUES §Dd-6）。corpus に本伝なし。	
	Person	مجد الدين عبد القادر (أو إسماعيل) بن إبراهيم المكراني	Majd al-Dīn ʿAbd al-Qādir (or Ismāʿīl) b. Ibrāhīm al-Makrānī	TMP-P-NEW87d-05	出現: D07696（父、「محمد بن عبد القادر أو اسمعيل والأول أشبه بن ابراهيم محي الدين بن مجد الدين المكراني」）。同一人物は #AIND-D00544a（أحمد بن إسماعيل بن إبراهيم … بن المجد المكراني。「اضطرب في اسم أبيه فقال مرة هكذا ومرة عبد القادر لكونه لا يعرفه إلا بلقبه」）・#AIND-D07099（「هو وأخوه وأبوهما يقرئ ولدا لصاحبها」＝كنباية）でも父として言及。独立立項なし・ID-Master 未登録。初版は #AIND-D04089（عبد القادر المناوي ابن عليبة）を流用＝別人。	
	Person	أمير حاج القارئ بالنعمان (بن محمد بن عبد الغني ابن أخي شفتر)	Amīr Ḥājj al-Qāriʾ bi-l-Nuʿmān	TMP-P-NEW87d-06	出現: D07694（息子、「ووالد وفا وأمير حاج قاري النعماني ويوسف」）。初版は「أمير حاج」「قاري النعماني」の二人に分割していたが一人。#AIND-D08841「محمد بن محمد بن عبد الغني بن نقيب القصر المعروف بابن شفتر ووالد أمير حاج القارئ بالنعمان」では D07694 の子 محمد の息子（孫）とされ親子関係に食い違い（ISSUES §Dd-7）。独立立項なし・ID-Master 未登録。	
	Location	المرقب	al-Marqab	TMP-L-NEW87d-01	出現: D07382（「ولاه الأشرف برسباي نيابة المرقب … فدام بالمرقب مدة」）。シリア沿岸の要塞都市マルカブ（Margat、طرابلس 管区）。ID-Master 未登録（ニスバ المرقبي=TMP-N-01489 のみ）。geonames 照合は Waka 側。	
	Office	نقيب السقاة	naqīb al-suqāt	TMP-O-NEW87d-01	出現: D07694（「نقيب السقاة … استقر نقيب السقاة عقب عمه」）。カイロの水運び人（سقاة）組合の頭。corpus では D06489（شفتر）・D10192（وفا）も同職。汎用 نقيب=TMP-O-00067 とは別。既存 رأس نوبة السقاة=TMP-O-00123 はマムルーク宮廷の酌人隊長で別職。	
	Office	الخواص	al-khawwāṣ	TMP-O-NEW87d-02	出現: D07671（見出し末尾「المدني الحنفي الخواص」）。ナツメヤシ葉（خوص）細工職人。ニスバ الخواصي=TMP-N-02940 とは別（職業名）。repo の الخياط（wd:Q242468、state type="office"）と同型処理。	
	Office	زعيم تونس	zaʿīm Tūnis	TMP-O-NEW87d-03	出現: D07686（見出し「محمد بن عبد العزيز زعيم تونس」）。チュニスの首長・領袖。صاحب فاس=TMP-O-00151 等の地域限定君主号と同型（職officeか称号titleかは Waka 判断要）。	
