	Person	عبد الرحمن بن عبد الله بن أحمد بن علي الحسيني الحضرمي	ʿAbd al-Raḥmān b. ʿAbd Allāh b. Aḥmad b. ʿAlī al-Ḥusaynī al-Ḥaḍramī	TMP-P-NEW88e-01	出現: D07556（父）。見出しナサブ「محمد بن عبد الرحمن بن عبد الله بن أحمد بن علي الشريف الحسيني الحضرمي اليماني ويعرف بالشيخ باعلوي」から1段ずらして復元（統一規則3）。ハドラマウトのバーアラウィー家サイイド。corpus 本伝なし・ID-Master 未登録。⚠汎用名（名＋父名のみで識別要素がニスバのみ）。同名別人への流用禁止。	
	Person	فاطمة ابنة القاضي أبي الفضل محمد بن أحمد بن عبد العزيز النويري المكية	Fāṭima bt. al-Qāḍī Abī al-Faḍl Muḥammad b. Aḥmad b. ʿAbd al-ʿAzīz al-Nuwayrī al-Makkiyya	TMP-P-NEW88e-02	出現: D07559（母「وأمه فاطمة ابنة القاضي أبي الفضل النويري」）。父はマッカのカーディー・ハティーブ الكمال أبو الفضل محمد بن أحمد بن عبد العزيز النويري（没786、corpus 本伝なし・ID-Master 未登録。TMP-P-000933 はその孫の同名ハティーブ＝別人）。#AIND-D13493「فاطمة ابنة أبي الفضل محمد بن عبد الرحمن بن علي بن أحمد العقيلي النويري」（836年イジャーザ）は次世代の別人。corpus 本伝なし・ID-Master 未登録。初版 #NEEDID を解消。	
	Person	التاج عبد الرحمن بن علي بن يوسف بن منصور القاهري	al-Tāj ʿAbd al-Raḥmān b. ʿAlī b. Yūsuf b. Manṣūr al-Qāhirī	TMP-P-NEW88e-03	出現: D07565（父）。見出しナサブ「محمد بن عبد الرحمن بن علي بن يوسف بن منصور الشمس القاهري」から1段ずらして復元（統一規則3）。ラカブ التاج は孫 #AIND-D08814 の見出し「الكمال أبو محمد بن الشمس بن التاج بن النور」による。#AIND-D03705（عبد الرحمن بن علي بن يوسف بن الحسن）は別ナサブ。corpus 本伝なし・ID-Master 未登録。⚠汎用名（名＋父名のみで識別要素がニスバのみ）。同名別人への流用禁止。	
	Person	أحمد بن عبد الرحمن بن محمد بن حسن الفاقوسي	Aḥmad b. ʿAbd al-Raḥmān b. Muḥammad b. Ḥasan al-Fāqūsī	TMP-P-NEW88e-04	出現: D07583（兄弟「ممن سمع هو وأخوه أحمد ختم البخاري بالظاهرية」）。父=#AIND-D03746（没864）、祖父=#AIND-D07346（ناصر الدين محمد بن حسن、ابن الفاقوسي 家・カイロ）。ニスバ索引 #AIND-D11890「وابنا ثانيهما」の一方。corpus 本伝なし・ID-Master 未登録。初版 #NEEDID を解消。	
	Person	عبد الرحمن بن محمد بن عبد الرحمن بن محمد بن عبد الرحمن الحميري الفاسي القسنطيني	ʿAbd al-Raḥmān b. Muḥammad b. ʿAbd al-Raḥmān al-Ḥimyarī al-Fāsī al-Qusanṭīnī	TMP-P-NEW88e-05	出現: D07590（父）。見出しナサブ「محمد بن عبد الرحمن بن محمد بن عبد الرحمن بن محمد بن عبد الرحمن أبو القسم الحميري الفاسي الأصل القسنطيني التونسي ثم المقدسي المالكي」から1段ずらして復元（統一規則3）。孫=#AIND-D01351（أحمد الخلوف）。corpus 本伝なし・ID-Master 未登録。⚠汎用名（名＋父名のみで識別要素がニスバのみ）。同名別人への流用禁止。	
	Person	عبد الرحمن بن مؤمن القوصي القاهري	ʿAbd al-Raḥmān b. Muʾmin al-Qūṣī al-Qāhirī	TMP-P-NEW88e-06	出現: D07615（父「وكان قد باشر توقيع المفرد كأبيه」＝父も الديوان المفرد の署名書記）。見出しナサブ「محمد بن عبد الرحمن بن مؤمن ولي الدين القوصي الأصل القاهري الشافعي」から1段ずらして復元（統一規則3）。corpus 本伝なし・ID-Master 未登録。⚠汎用名（名＋父名のみで識別要素がニスバと職のみ）。同名別人への流用禁止。	
	Person	عبد الرحمن بن يحيى بن أحمد بن سليمان بن مهيب الصدقاوي الزواوي	ʿAbd al-Raḥmān b. Yaḥyā b. Aḥmad b. Sulaymān b. Muhayb al-Ṣadaqāwī al-Zawāwī	TMP-P-NEW88e-07	出現: D07616（父）。見出しナサブ「محمد بن عبد الرحمن بن يحيى بن أحمد بن سليمان بن مهيب الصدقاوي الزواوي」から1段ずらして復元（統一規則3）。子=#AIND-D07616（قاضي زواوة）、孫=#AIND-D00274、曾孫=#AIND-D06547。corpus 本伝なし・ID-Master 未登録。⚠汎用名（名＋父名のみで識別要素がニスバのみ）。同名別人への流用禁止。	
	Institution	جامع البدري | الجامع البدري	Jāmiʿ al-Badrī	TMP-I-NEW88e-01	出現: D07564（「وخطب بجامع البدري بدمياط」）。ドゥムヤート（ダミエッタ、gn:358048）のモスク。corpus では D03817「لمداومة قراءته له بالجامع البدري」・D10071「ويؤم بالجامع البدري」（いずれもドゥムヤート）にも出現。ID-Master 未登録（Nisbah البدري=TMP-N-00174・Person البدري=AIND-D10718 とは別）。初版 #NEEDID を解消。	
	Location	الفخة	al-Fakhkha	TMP-L-NEW88e-01	出現: D07592（没地「مات شابا في شوال سنة اثنتين وثلاثين بالفخة ودفن عند أبيه」）。イエメン（ナーシリー家の活動圏＝زبيد／الكدراء／القمحة 周辺）の地名と推定。corpus 内の出現は本項のみで綴り要確認（⚠刊本の誤植の可能性、ISSUES §De-7）。ID-Master 未登録。初版 #NEEDID を解消。	
	Location	زواوة	Zawāwa	TMP-L-NEW88e-02	出現: D07616（「الزواوي قاضيها المالكي」＝ザワーワのカーディー。息子 #AIND-D00274「وأبوه ممن ولي القضاء بزواوة」で明示）。マグリブ中部（ビジャーヤ後背のカビール地方）のベルベル部族地域。ニスバ الزواوي（TMP-N-00264）の由来地。ID-Master 未登録。初版の placeName 位置 TMP-N-00264（カテゴリ不一致）を解消。	
	Office	توقيع المفرد | موقع المفرد	tawqīʿ al-mufrad | muwaqqiʿ al-mufrad	TMP-O-NEW88e-01	出現: D07615（「وكان قد باشر توقيع المفرد كأبيه وقتا」）。スルターン私領庁（الديوان المفرد）の署名書記職。ID-Master には نظر ديوان المفرد（TMP-O-00208）・صيرفي المفرد（TMP-O-00166）のみで書記職は未登録。初版 #NEEDID を解消。	
