熊倉	Person	السراج عمر بن يوسف البسلقوني	al-Sirāj ʿUmar b. Yūsuf al-Baslaqūnī	TMP-P-000855	出現: D04020(弟子。821年にالعبدوسيから إفتاء・تدريس の許可を得た)。アレクサンドリアの朗誦学者。D00778/D02864/D03815/D08351 にも師として頻出。本伝は corpus 未特定(「كما سيجئ في ترجمته」とあるが ع 部に見出しなし)。	B64-67新規発行
熊倉	Location	سمنود	Samannūd	TMP-L-00226	出現: D04000(قضاء سمنود وعملها)。ガルビーヤ地方の町。D06221/D06241/D08447 にも「قضاء سمنود」。GeoNames 候補 349715(mindat 経由・未照合)。	B64-67新規発行
熊倉	Institution	دار الإمارة (بمكة) | قيسارية دار الإمارة	Dār al-Imāra (Makka)	TMP-I-00121	出現: D03997(بزاز بدار الامارة)。メッカの商業施設(قيسارية)。D01646/D02591/D04772 にも出現。	B64-67新規発行
熊倉	Institution	سبيل الخواجا السلطاني بحارة الشيبيين من السويقة	Sabīl al-Khawājā al-Sulṭānī bi-Ḥārat al-Shaybiyyīn	TMP-I-00122	出現: D04023(本項主が設けた公共給水所。メッカ・السويقة)。	B64-67新規発行
熊倉	Institution	جامع الخطيري | جامع الخطيري ببولاق	Jāmiʿ al-Khaṭīrī (Būlāq)	TMP-I-00123	出現: D04025(خطب بجامع الخطيري ببولاق)。D01352/D02617/D04333/D04857 にも出現。	B64-67新規発行
熊倉	Institution	مدرسة عبد العزيز النفياني بالقرب من باب القرافة	Madrasat ʿAbd al-ʿAzīz al-Nafyānī	TMP-I-00124	出現: D04028(صاحب المدرسة التي بالقرب من باب القرافة)。毎月17日夜に朗誦者が集まる。初版の幻番号 TMP-I-00000 を置換。	B64-67新規発行
熊倉	Institution	المقام الإبراهيمي الدسوقي | المقام الإبراهيمي	al-Maqām al-Ibrāhīmī al-Dasūqī	TMP-I-00125	出現: D04047(نقباء المقام الابراهيمي الدسوقي)。ダスーク(TMP-L-00126)のイブラーヒーム・ダスーキー廟。D00301/D05473/D11639 にも出現。	B64-67新規発行
熊倉	Office	قاضي الأنكحة	qāḍī al-ankiḥa	TMP-O-00202	出現: D03893(チュニス)。D04668/D11467/D11104 にも(いずれもチュニス)。⚠TMP-O-00051 عقود الأنكحة とは別職。	B64-67新規発行
熊倉	Office	سقي الصوفية بالمزملة | ساقي الصوفية	saqy al-ṣūfiyya bi-l-muzammala	TMP-O-00203	出現: D03898(خانقاه سعيد السعداء)。ハーンカーの給水所でスーフィーに給水する職。	B64-67新規発行
熊倉	Office	غاسل الموتى | غسل الموتى	ghāsil al-mawtā	TMP-O-00204	出現: D03937。D07845「غاسل الأموات」にも。湯灌師。	B64-67新規発行
熊倉	Office	حائك | الحياك | الحياكة	ḥāʾik	TMP-O-00205	出現: D03968・D03992(الحيك)。織物職。D00117/D05131/D05277/D06865 等に頻出。	B64-67新規発行
