熊倉	Office	حاجب ميسرة	ḥājib maysara	TMP-O-00240	出現: D03249(「أميراخور ثالث وحاجب ميسرة」)。左翼侍従職。既登録 حاجب(O-00065)・حاجب ثاني(O-00120)・حاجب صغير(O-00133)とは別	B69-73新規発行
熊倉	Office	شاد العمائر السلطانية	shādd al-ʿamāʾir al-sulṭāniyya	TMP-O-00241	出現: D03261。スルターン造営事業の監督官。汎用 شاد(O-00131)・شاد الشؤن(O-00168)とは別職	B69-73新規発行
熊倉	Location	الأندرين	al-Andarīn	TMP-L-00247	出現: D03265(「مصاففة … بمكان يقال له الأندرين في صفر سنة تسع وثمانين」=889年のドゥルカディル戦の戦場)。シリア・ハマー東方の遺跡地。D06279 にも同戦闘	B69-73新規発行
熊倉	Location	القنوات (دمشق)	al-Qanawāt (Damascus)	TMP-L-00248	出現: D03259(「المدرسة التي بالقنوات」)。ダマスクスの街区	B69-73新規発行
熊倉	Institution	المدرسة الشاذبكية بالقنوات | مدرسة شاذ بك الجلباني	al-Madrasa al-Shādhbakiyya (al-Qanawāt)	TMP-I-00139	出現: D03259(「صاحب المدرسة التي بالقنوات … ودفن بمدرسته」)。ダマスクスの أتابك شاذ بك الجلباني が建てたマドラサ(本人の埋葬地)	B69-73新規発行
熊倉	Office	سلطان	sulṭān	TMP-O-00242	出現: D03272(سلطان ما وراء النهر وخراسان…)。汎用の君主称号。placeName で対象領域を指定。repo では D00558=wd:Q175240・D03461=wd:Q43292 と不統一 → 要判断で統一先を決定	B69-73新規発行
熊倉	Office	معيد | إعادة	muʿīd | iʿāda	TMP-O-00243	出現: D03892(وأعاد بالمعظمية)。復習教師（ムイード）職。repo 1件（TMP-O-00078=توقيع الحكم の誤流用）は要付替え	B69-73新規発行
熊倉	Office	نائب كاتب السر	nāʾib kātib al-sirr	TMP-O-00244	出現: D03280。副機密書記。كاتب السر(O-00008)の代理職。repo 1件（TMP-O-00077=مشيخة التصوف の誤流用）は要付替え	B69-73新規発行
熊倉	Location	الشرق | المشرق (بلاد تيمور)	al-Sharq	TMP-L-00249	出現: D03272(ملك الشرق)・D03298(ملك الشرق على الاطلاق)。東方＝ティムール朝領域の総称。بلاد الشرق(L-00203、メッカ東方の特定地)とは別	B69-73新規発行
熊倉	Location	عراق العجم	ʿIrāq al-ʿAjam	TMP-L-00250	出現: D03272。ペルシア・イラク（イラン中西部）。العراق(L-00053)・بلاد العجم(L-00004)とは別	B69-73新規発行
熊倉	Location	مازندران	Māzandarān	TMP-L-00251	出現: D03272。カスピ海南岸の地方	B69-73新規発行
熊倉	Location	أذربيجان	Adharbāyjān	Q12836408	出現: D03272。repo 既存（1件）の wd を踏襲して ID-Master に登録要。イラン・アゼルバイジャン地方（歴史地域）。要確認	B69-73新規発行
熊倉	Institution	المدرسة التنكزية (القدس)	al-Madrasa al-Tankiziyya (Jerusalem)	TMP-I-00140	出現: D03892(مشيخة التنكزية)。エルサレム、تنكز الناصري 建立(729H)	B69-73新規発行
熊倉	Institution	المدرسة الأرغونية (القدس)	al-Madrasa al-Arghūniyya (Jerusalem)	TMP-I-00141	出現: D03892(مشيخة الأرغونية)。エルサレム	B69-73新規発行
熊倉	Institution	المدرسة المعظمية (القدس)	al-Madrasa al-Muʿaẕẕamiyya (Jerusalem)	TMP-I-00142	出現: D03892(أعاد بالمعظمية)。エルサレムのハナフィー派学院。repo 1件（TMP-I-00054=الفاضلية の誤流用）は要付替え	B69-73新規発行
熊倉	Person	أحمد بن محمد الجرمكي البرددار	Aḥmad b. Muḥammad al-Jarmakī al-Barddār	TMP-P-000918	出現項: D04104（父、「والده لنقيب الأشراف」＝ナキーブ・アル＝アシュラーフの برددار）。corpus 本伝なし	B69-73新規発行
熊倉	Person	جلال الدين محمد بن عبد القادر بن حسن الغمري ابن فقوسة	Jalāl al-Dīn Muḥammad b. ʿAbd al-Qādir b. Ḥasan al-Ghamrī	TMP-P-000919	出現項: D04116（長男、شافعي）。corpus 本伝なし（索引 D12608 に「وبنوه」）	B69-73新規発行
熊倉	Person	زين العابدين محمد بن عبد القادر بن حسن الغمري ابن فقوسة	Zayn al-ʿĀbidīn Muḥammad b. ʿAbd al-Qādir al-Ghamrī	TMP-P-000920	出現項: D04116（次男、長男と同母、ハンバリー派志望）。corpus 本伝なし	B69-73新規発行
熊倉	Person	شهاب الدين أحمد بن عبد القادر بن حسن الغمري ابن فقوسة	Shihāb al-Dīn Aḥmad b. ʿAbd al-Qādir al-Ghamrī	TMP-P-000921	出現項: D04116（三男、شافعي）。corpus 本伝なし	B69-73新規発行
熊倉	Person	أبو الفتح محمد بن عبد القادر بن حسن الغمري ابن فقوسة	Abū al-Fatḥ Muḥammad b. ʿAbd al-Qādir al-Ghamrī	TMP-P-000922	出現項: D04116（四男、حنفي）。corpus 本伝なし	B69-73新規発行
熊倉	Person	أبو الحسن علي بن عبد القادر بن حسن الغمري ابن فقوسة	Abū al-Ḥasan ʿAlī b. ʿAbd al-Qādir al-Ghamrī	TMP-P-000923	出現項: D04116（五男、マーリキー派志望）。corpus 本伝なし	B69-73新規発行
熊倉	Location	باب الشعرية	Bāb al-Shaʿriyya	TMP-L-00252	出現: D04120(من أهل باب الشعرية)。カイロ北部の街区	B69-73新規発行
熊倉	Location	الطور	al-Ṭūr	TMP-L-00253	出現: D04120(فلما وصل إلى الطور هالته رؤيته)。シナイ半島西岸の紅海港（マッカ海路の出港地）	B69-73新規発行
熊倉	Person	الشهاب الفليحي	al-Shihāb al-Falīḥī	TMP-P-000924	出現項: D04147（تكسب بالشهادة عند الشهاب الفليحي＝証人業の親方）。corpus 本伝なし	B69-73新規発行
熊倉	Person	الصلاح الرحبي التاجر | صلاح الدين الرحبي	al-Ṣalāḥ al-Raḥabī al-Tājir	TMP-P-000925	出現項: D04217（父）・D13469（فاطمة ابنة قلمطاي の夫「تزوجها الصلاح الرحبي التاجر」）。カイロの商人。corpus 本伝なし。※当初 محمد بن المحتسب に発行したが検証パスで AIND-D09566 と同定→本番号を再割当	B69-73新規発行
熊倉	Office	معلم الأبناء | معلم الأطفال	muʿallim al-abnāʾ	TMP-O-00245	出現: D04150(معلم الأبناء بمنوف)。子供の初等教師。معلم الرمح(O-00117)・معلم الدلالين(O-00165)とは別	B69-73新規発行
