熊倉	Person	الجمال محمد بن عمر بن مسعود التعكري	al-Jamāl Muḥammad b. ʿUmar b. Masʿūd al-Taʿkarī	TMP-P-000806	D03021 主人(عتيق)。子=علي・زينب・أم هاني	
熊倉	Person	الشيبي	al-Shaybī	TMP-P-000807	D03023 主人(عتيق الشيبي)。メッカ・バヌー・シャイバ家の人物。旧誤用#TMP-N-00268(ニスバ番号)の置換	
熊倉	Person	الشهاب بن الضياء	al-Shihāb b. al-Ḍiyāʾ	TMP-P-000808	D03024 主人(عتيق)	
熊倉	Person	الزكي أبو بكر المصري	al-Zakī Abū Bakr al-Miṣrī	TMP-P-000809	D03026 主人(فتى)	
熊倉	Person	الخواجا يعقوب البرلسي	al-Khawājā Yaʿqūb al-Burlusī	TMP-P-000810	D03031 ニスバ由来の主人(نسبة له)	
熊倉	Person	قاسم	Qāsim	TMP-P-000811	D03047 主人(مولى)。ニスبة القاسمي の由来	
熊倉	Person	أبو اليمن الطبري	Abū al-Yaman al-Ṭabarī	TMP-P-000812	D03056 師(سمع من الإمام أبي اليمن الطبري)。メッカのタバリー家	
熊倉	Person	عبد العزيز بن سالم الكازروني | عبد العزيز	ʿAbd al-ʿAzīz b. Sālim al-Kāzarūnī	TMP-P-000813	D03056 息子	
熊倉	Person	الشمس بن الزمن	al-Shams b. al-Zaman	TMP-P-000814	D03061 姻族(صاهره على ابنة أخته)	
熊倉	Person	ابنة أخت الشمس بن الزمن	Ibnat ukht al-Shams b. al-Zaman	TMP-P-000815	D03061 妻(名前不詳・女性)	
熊倉	Person	أصيل ابنة سالم بن عبد الوهاب | أصيل	Aṣīl bint Sālim b. ʿAbd al-Wahhāb	TMP-P-000816	D03061 娘(女性)	
熊倉	Person	الشيخ مدين	al-Shaykh Madyan	TMP-P-000817	D03064 同伴者(صحبة)。ニスバ المديني の由来=マディーナではない	
熊倉	Person	الزين عبد القادر النووي	al-Zayn ʿAbd al-Qādir al-Nawāwī	TMP-P-000818	D03066 弟子(قرأ عليه القرآن)	
熊倉	Person	التقي بن وكيل السلطان	al-Taqī b. Wakīl al-Sulṭān	TMP-P-000819	D05618 弟子(قرأ عليه)かつ没年の報告者	
熊倉	Person	ابن السهيلي	Ibn al-Suhaylī	TMP-P-000820	D05620 弟子(انتفع به)	
熊倉	Person	الزين عبد القادر بن شعبان	al-Zayn ʿAbd al-Qādir b. Shaʿbān	TMP-P-000821	D05635 同僚(رفيقا له في الشهادة)	
熊倉	Person	علي بن موسى	ʿAlī b. Mūsā	TMP-P-000822	D05637 イジャーザ授与者（أمين الدين محمد の父）	
熊倉	Person	أمين الدين محمد بن علي بن موسى | أمين الدين محمد	Amīn al-Dīn Muḥammad b. ʿAlī b. Mūsā	TMP-P-000823	D05637 イジャーザ受領者(前者の子)	
熊倉	Person	الشريف إسحق	al-Sharīf Isḥāq	TMP-P-000824	D05644 同道者(海路でメッカへ)	
熊倉	Person	المعين نصر الله بن الظهير أبي النجاشي عبد الرحمن	al-Muʿīn Naṣr Allāh b. al-Ẓahīr	TMP-P-000825	D05645 師。父=الظهير عبد الرحمن=#AIND-D03720	
熊倉	Person	المجد اللغوي	al-Majd al-Lughawī	TMP-P-000826	D05645 師。مجد الدين الفيروزآبادي の可能性大→要照合	
熊倉	Person	عبد الوهاب بن طاهر	ʿAbd al-Wahhāb b. Ṭāhir	TMP-P-000827	D05646 殺害者。ターヒル朝のイエメン支配者	
熊倉	Person	القاضي أبو نصر	al-Qāḍī Abū Naṣr	TMP-P-000828	D05650 母方祖父(سبط)	
熊倉	Person	أبو اللطف محمد بن علي الحصكفي	Abū al-Luṭf Muḥammad b. ʿAlī al-Ḥiṣkafī	TMP-P-000829	D05656 息子。エルサレムのアブー・アッルトフ家→要判断(D02604の「أبو اللطف نزيل بيت المقدس」と同一か)	
熊倉	Person	المتوكل على الله محمد بن أبي بكر العباسي	al-Mutawakkil ʿalā Allāh Muḥammad	TMP-P-000830	D05664 祖父。カイロのアッバース朝カリフ	
熊倉	Person	المتوكل العز عبد العزيز الخليفة | المتوكل العز عبد العزيز	al-Mutawakkil al-ʿIzz ʿAbd al-ʿAzīz	TMP-P-000831	D05664 従兄弟。サハーウィー執筆時の現任カリフ(884-903)	
熊倉	Person	ابن المشبب	Ibn al-Mushabbab	TMP-P-000832	D05666 師(تلا بالسمع عليه)	
熊倉	Person	النوبي	al-Nūbī	TMP-P-000833	D05704 イジャーザ当事者。旧誤用#TMP-N-00438(ニスバ番号)の置換	
熊倉	Person	أبو المحاسن يوسف بن محمد القباني	Abū al-Maḥāsin Yūsuf b. Muḥammad al-Qabbānī	TMP-P-000834	D05705 師(صحيح البخاري)	
熊倉	Person	الياسوفي	al-Yāsūfī	TMP-P-000835	D05705 師(بعض مسلم)。旧誤用#TMP-N-00509(ニスバ番号)の置換	
熊倉	Person	خليل القدسي	Khalīl al-Qudsī	TMP-P-000836	D05705 師(بعض مسلم)	
熊倉	Person	المحيوي الرحبي	al-Muḥyawī al-Raḥbī	TMP-P-000837	D05705 師(الشفا)	
熊倉	Person	القاضي شهاب الدين الصوفي	al-Qāḍī Shihāb al-Dīn al-Ṣūfī	TMP-P-000838	D05703 兄弟	
熊倉	Person	الفخر التوزري	al-Fakhr al-Tawzarī	TMP-P-000839	D05690 師(بعض النسائي)	
熊倉	Person	أخو أبي الفتح المراغي	Akhū Abī al-Fatḥ al-Marāghī	TMP-P-000840	D05696 師(ثم أخيه)。أبو الفتح=#TMP-P-000003 の兄弟	
熊倉	Person	عمر بن عبد العزيز بن بدر	ʿUmar b. ʿAbd al-ʿAzīz b. Badr	TMP-P-000841	D05696 محتسب職就任の斡旋者(بسعاية=否定的含意)	
熊倉	Person	البهاء بن الأبشيهي	al-Bahāʾ b. al-Abshīhī	TMP-P-000842	D05631 讃詩の対象。マーリキー派注釈の著者	
熊倉	Person	زينب ابنة عمر بن كندي	Zaynab bint ʿUmar b. Kindī	TMP-P-000843	D05685 女性伝承者(أخبرتنا به)。صحيح مسلم の上位イスナード	
熊倉	Person	المؤيد	al-Muʾayyad	TMP-P-000844	D05685 زينب の師	
