熊倉	Person	أحمد بن علي بن يوسف الخصوصي شيخ الخصوص	Aḥmad b. ʿAlī b. Yūsuf al-Khuṣūṣī, shaykh al-Khuṣūṣ	TMP-P-001050	出現: D05004(父「وأبوه شيخ الخصوص」)。カイロ近郊 الخصوص(خصوص عين شمس、索引D11624)のシャイフ。子=AIND-D05004(الشريف علي الخصوصي)。corpus本伝なし	
熊倉	Person	خديجة ابنة الزين جعفر بن إبراهيم السنهوري المقرئ (زوجة علي بن أحمد الخصوصي)	Khadīja bint al-Zayn Jaʿfar b. Ibrāhīm al-Sanhūrī	TMP-P-001051	出現: D05004(妻「زوج ابنة الزين جعفر المقري」、本項では無名)。名は父の本伝 D02414(AIND-D02414)「تزوج ابنتهما خديجة … الشريف على الخصوصي」による。corpus女性部に本伝なし	
熊倉	Person	محمد بن أحمد بن محمد بن عبد الحق الغمري القاهري ابن عبد الحق	Muḥammad b. Aḥmad b. Muḥammad b. ʿAbd al-Ḥaqq al-Ghamrī Ibn ʿAbd al-Ḥaqq	TMP-P-001052	出現: D05031(兄弟「والآتي أخوه محمد」)。父=AIND-D01341(الشهاب أحمد بن محمد بن عبد الحق الغمري الخطيب التاجر)。「الآتي」だが corpus の محمد بن أحمد 部に見出しなし→欠番WL。祖父名まで復元	
熊倉	Person	محمد بن علي بن أحمد بن مفتاح بن فطيس القباني	Muḥammad b. ʿAlī b. Aḥmad b. Miftāḥ b. Fuṭays al-Qabbānī	TMP-P-001053	出現: D05042(息子「والد أبي بكر ومحمد」)。父=AIND-D05042、兄弟 أبو بكر=AIND-D10745(معلم القبانيين بجدة ابن فطيس)。corpus本伝なし(D09444 محمد بن مفتاح بن فطيس القباني は叔父世代の別人)	
熊倉	Person	إسلام بن يحيى بن مكرم العلائي (بالجه)	Islām b. Yaḥyā b. Mukram al-ʿAlāʾī (Bālija)	TMP-P-001054	出現: D05059(父「علي بن إسلام بن يحيى بن مكرم العلائي الحنفي … ويعرف والده ببالجه」)。ハナフィー派家系。corpus に本伝なし（إسلام 部・「بالجه」逆引きとも該当なし）、ID-Master 未登録。ナサブ・ニスバ・通称を備えるため規約5により発行
熊倉	Person	محمد بن علي الأشخر (العلامة الأوحد)	Muḥammad b. ʿAlī al-Ashkhar	TMP-P-001055	出現: D05089(祖父「نقل عنه عن جده العلامة الأوحد محمد」＝伝主 علي بن أبي بكر بن محمد بن علي الأشخر の祖父・師)。名は見出しのナサブから復元。イエメン（ザビード周辺）の学者。corpus に本伝なし（الأشخر は D04667 عبد الله الأشخر اليماني と本項のみ）、ID-Master 未登録
熊倉	Person	إبراهيم بن علي بن أبي بكر الطوخي القاهري	Ibrāhīm b. ʿAlī b. Abī Bakr al-Ṭūkhī al-Qāhirī	TMP-P-001056	出現: D05097(息子「والد إبراهيم المتوفي قبله」、883年以前に没)。D13199(妹 ستيتة ابنة علي الطوخي القاهري「شقيقة إبراهيم」)にも登場。復元形（父を同じくする近親、祖父名まで復元可＝規約5）。corpus の إبراهيم 部に本伝なし、ID-Master 未登録
熊倉	Person	حسن بن علي الغمري المراكبي	Ḥasan b. ʿAlī al-Ghamrī al-Marākibī	TMP-P-001057	出現: D05119(父「علي بن حسن بن علي الغمري المراكبي أبوه ويعرف بابن خروب」)。見出しナサブから祖父名まで復元、ニスバ المراكبي(N-01481)は父の職業由来。corpus本伝なし(D01822 أحمد الغمري المراكبي ابن خروب は同族別人、D06130 は本項主を「ابن المراكبي المعروف بابن خروب」と呼ぶ)。初版の汚染番号 TMP-P-000204 流用を解消	
熊倉	Person	محمد بن حسين بن محمد بن نافع الخزاعي المكي	Muḥammad b. Ḥusayn b. Muḥammad b. Nāfiʿ al-Khuzāʿī al-Makkī	TMP-P-001058	出現: D05129(兄弟「أخو محمد الآتي」)。父=AIND-D02749(حسين بن محمد بن نافع البدر الخزاعي المكي)。「الآتي」だが corpus の محمد 部に見出し未検出 → 欠番ウォッチ。初版の汚染番号 TMP-P-000529 流用を解消	
熊倉	Institution	المعينية (بدمياط)	al-Muʿīniyya (Damietta)	TMP-I-00153	出現: D05127(「بواب المعينية بها」=ディムヤート)。ディムヤートのマドラサ。corpus D00501「مشيخة المعينية المستجدة بدمياط」・D02873「إمام المعينية」・D07941「دروس الشهاب الجديدي في المعينية」・D08118「إمام المعينية بدمياط」・D08733「الفراش بالمعينية في دمياط」・D01178「مشيخة المعينية」に頻出。カイロ・غيط العدة の「المعينية الجوهرية」(D03623・D03745)とは別	
熊倉	Institution	تربة الأعجام	Turbat al-Aʿjām	TMP-I-00154	出現: D05134(「شيخ تربة الأعجام بالقرب من تربة تغرى برمش الزردكاش」)。アジャム(非アラブ)廟。所在は تغرى برمش الزردكاش(AIND-D02277、没854)の廟の近く(都市未詳、カイロか)。corpus 他項に出現なし	
熊倉	Office	فقيه الزيدية	faqīh al-Zaydiyya	TMP-O-00255	出現: D05133(「علي بن حمزة فقيه الزيدية」)。共同体付き法学者職。فقيه المالكية(TMP-O-00143、注記に「فقيه الزيدية=D05133と同構文」)と同型	
熊倉	Office	شيخ السبع | شيخ أحد الأسباع	shaykh al-sabʿ | shaykh aḥad al-asbāʿ	TMP-O-00256	出現: D05136(「شيخ أحد الأسباع بها」=マッカ)。クルアーン七分誦(سبع)会のシャイフ。corpus D01506「شيخ السبع الأصيلي」・D03524「ناصر الدين الكلوتاتي شيخ السبع」にも出現	
熊倉	Person	خضر بن جمعة التميمي المقدسي	Khaḍir b. Jumʿa al-Tamīmī al-Maqdisī	TMP-P-001059	出現: D05135(父「علي بن خضر بن جمعة التميمي المقدسي الحنفي」)。見出しナサブから祖父名まで復元。corpus خ 部に見出しなし・ID-Master 未登録(独立検証パス M-4 の統一で発行)	
熊倉	Person	الشمس الفارسكوري الظريف	al-Shams al-Fāriskūrī al-Ẓarīf	TMP-P-001060	出現: D05169(弟子「قرأ عليه الشمس الفارسكوري الظريف في سنة خمس وأربعين」)。845年に علي بن سليمان الطيبي(#AIND-D05169)に読誦。ラカブ الشمس＋ニスバ الفارسكوري(TMP-N-00301)＋通称 الظريف。corpus の الفارسكوري 見出し群(D00356/D09578/D10495/D10999/D11013 等)・ニスバ索引 D11887 に「الظريف」なし、D08115「الشمس محمد بن موسى الشهير بالظريف」(المنزلة のハティーブ)は別ニスバで同定保留。⚠独立検証パス: 父 D10495「والد إبرهيم والشمس محمد والزين محمد」・兄 D00356「شقيق المحمدين شمس الدين」により AIND-D09578(محمد بن يوسف بن علم الفارسكوري、800年直前生)が本伝候補(cert medium)→同一と裁定されれば D09578 へ名寄せ(要判断)。ID-Master 未登録。	
熊倉	Person	أحمد بن عجلان بن رميثة الحسني أمير مكة	Aḥmad b. ʿAjlān b. Rumaytha al-Ḥasanī, Amīr of Mecca	TMP-P-001061	出現: D05170(主人「وزيرا لأحمد بن عجلان」、patron active)。メッカのシャリーフ(8世紀後半に在位、9世紀前の没のため corpus 本伝なし。生没年は要照合)。corpus では D05102「صاحب مكة أحمد بن عجلان」、D12949/D13546「الشريف أحمد بن عجلان بن رميثة أمير مكة」、D02532/D09972 に言及。⚠ #AIND-D00660 أحمد بن حسن بن عجلان(孫、842没)と別人。Wikidata 項目の有無は要照合(記憶から QID を書かない)。	
熊倉	Person	بديد بن شكر الحسني المكي القائد شهاب الدين	Badīd b. Shukr al-Ḥasanī al-Makkī, al-qāʾid Shihāb al-Dīn	TMP-P-001062	出現: D05179(兄弟「أخو بديد الماضي」)。父 شكر القائد الحسني عتيق السيد حسن بن عجلان ＝ #AIND-D03328「والد بديد الماضي」、弟 عبد الله بن شكر ＝ #AIND-D04453「كان مع أخيه بديد」、子 محمد بن بديد بن شكر ＝ #AIND-D07152、妻 قندولة ＝ D13556「امرأة بديد」、D13235「القائد شهاب الدين بديد」(بركات の解放奴隷女性を娶る)、D07308「المنتمين لبديد」。「الماضي」だが corpus の ب 部に見出しなし(D02142「بديد في أحمد بن مفتاح」は المدني の別人 D01649 への転送)→ 欠番ウォッチ。	
熊倉	Institution	المدرسة المهمندارية (القاهرة)	al-Madrasa al-Mihmandāriyya (Cairo)	TMP-I-00155	出現: D05169(「كان يدرس بالمهمندارية」、تدريس の場)。カイロのマドラサ(D00143「الاعادة … بالمهمندارية بالقرب من جامع المارداني」、D05040「تدريس المهمندارية」、D07173「مشيخة المهمندارية وتدريسها」、D08188「الإعادة بالمهمندارية」)。⚠ ID-Master 登録の TMP-O-00105 المهمندارية は Office(mihmandār 職)で別カテゴリ・別実体 → 機関として新規。	
熊倉	Institution	جامع الغمري بالمحلة	Jāmiʿ al-Ghamrī bi-l-Maḥalla	TMP-I-00156	出現: D05182(「المؤذن بجامع الغمري في المحلة」)。al-Maḥalla al-Kubrā(TMP-L-00044)のガムリー・モスク(محمد الغمري=TMP-P-000279 建立)。corpus D00672「أم بجامع الغمري بالمحلة」、D01431「خطب بجامع الغمري بالمحلة」にも出現。⚠ 既登録 TMP-I-00072 جامع الغمري は「カイロの」ガムリー・モスク(D02327/D04031/D04174 بالقاهرة)＝別実体。	
熊倉	Location	البياطرة	al-Bayāṭira	TMP-L-00264	出現: D05169(「يسكن بالبياطرة」居住)。カイロの街区名(獣医・蹄鉄工の区、حدرة البقر 付近と推定)。ID-Master 未登録、gn なし。	
